LeadSourceGroup,ZipCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerOwnRent,Approved,TotalIncome,Education
Internet,77,Refinance,Conventional                                      ,154000.0,630,70.0,41.0,59,Own,0,4333.33,UnderGrad
Internet,76,Refinance,Conventional                                      ,211375.0,736,88.07,47.0,38,Own,1,4686.93,Higher School
Internet,75,Refinance,Conventional                                      ,109543.0,815,37.0,30.0,78,Own,1,5634.24,UnderGrad
Internet,78,Refinance,Conventional                                      ,318000.0,806,42.4,21.0,43,Own,1,13443.8,UnderGrad
Internet,78,Refinance,Conventional                                      ,352000.0,764,80.0,37.0,44,Own,0,7000.0,UnderGrad
TV,76,Refinance,Conventional                                      ,130000.0,778,58.03,28.0,54,Own,1,8949.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,381080.0,737,73.99,28.0,48,Own,1,15333.33,UnderGrad
TV,75,Refinance,Conventional                                      ,161000.0,655,64.4,28.0,54,Own,0,6000.0,Higher School
Internet,75,Refinance,Conventional                                      ,282000.0,728,72.3,43.0,66,Own,1,7965.07,UnderGrad
Other,75,Refinance,Conventional                                      ,288400.0,765,64.8,17.0,46,Own,0,18750.0,PHD
TV,75,Refinance,Conventional                                      ,171900.0,744,67.41,48.0,76,Own,1,4858.6,UnderGrad
Internet,77,Refinance,Conventional                                      ,329100.0,798,73.62,31.0,39,Own,1,12111.4,UnderGrad
TV,75,Refinance,Conventional                                      ,200000.0,652,78.43,42.0,50,Own,1,5124.99,Higher School
TV,75,Refinance,Conventional                                      ,297000.0,740,90.0,24.0,52,Rent,1,7377.07,PostGrad
TV,76,Refinance,Conventional                                      ,104000.0,642,37.81,43.0,45,Own,1,6960.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,349835.0,789,89.01,30.0,45,Own,1,11965.0,UnderGrad
Radio,75,Refinance,Conventional                                      ,264584.0,774,65.32,25.0,54,Own,1,28288.93,UnderGrad
Internet,77,Refinance,Conventional                                      ,349500.0,778,64.12,44.0,54,Own,0,17424.73,UnderGrad
TV,78,Refinance,Conventional                                      ,105000.0,667,41.83,40.0,33,Own,0,4348.62,UnderGrad
Internet,76,Refinance,Conventional                                      ,150000.0,790,43.98,22.0,39,Own,1,6552.28,UnderGrad
Other,77,Refinance,Conventional                                      ,141665.0,706,70.83,39.0,33,Own,1,5833.33,UnderGrad
Internet,78,Refinance,Conventional                                      ,105000.0,664,14.58,38.0,64,Own,1,4533.86,UnderGrad
Internet,76,Refinance,Conventional                                      ,197150.0,761,77.31,21.0,38,Own,1,7856.65,UnderGrad
Internet,Other,Refinance,Conventional                                      ,159200.0,728,80.0,41.0,39,Own,1,3962.14,UnderGrad
TV,77,Refinance,Conventional                                      ,292000.0,667,80.0,42.0,41,Own,0,11764.099999999999,UnderGrad
Radio,76,Refinance,Conventional                                      ,303700.0,732,92.03,35.0,28,Own,0,8633.0,PostGrad
Internet,75,Refinance,Conventional                                      ,110000.0,808,19.29,31.0,38,Own,1,7500.0,PostGrad
Radio,76,Refinance,Conventional                                      ,360000.0,757,80.0,29.0,49,Own,1,9328.28,UnderGrad
TV,77,Refinance,Conventional                                      ,168000.0,724,70.0,50.0,67,Own,1,10908.5,PostGrad
Internet,77,Refinance,Conventional                                      ,342000.0,764,95.0,41.0,34,Own,0,14384.0,UnderGrad
TV,76,Refinance,Conventional                                      ,135000.0,622,57.44,40.0,47,Own,1,9373.61,PostGrad
Internet,75,Refinance,FHA                                               ,201465.0,679,90.0,,34,Own,0,0.0,UnderGrad
TV,75,Refinance,Conventional                                      ,150500.0,565,70.0,35.0,49,Own,1,8485.3,UnderGrad
Other,76,Refinance,Conventional                                      ,116700.0,780,43.22,22.0,60,Own,1,6342.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,114000.0,788,58.46,36.0,49,Own,1,6523.34,Higher School
TV,76,Refinance,Conventional                                      ,155620.0,776,75.91,34.0,71,Own,1,4028.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,467910.0,760,90.0,37.0,35,Rent,0,8463.7,PostGrad
Repeat Client,77,Refinance,Conventional                                      ,185500.0,672,70.0,42.0,61,Own,1,5308.0,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,181000.0,805,64.18,27.0,46,Own,1,9123.99,UnderGrad
Internet,75,Refinance,Conventional                                      ,345000.0,664,75.0,37.0,58,Own,0,12500.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,236000.0,703,80.0,60.0,55,Own,0,10000.0,PostGrad
Internet,75,Refinance,FHA                                               ,306348.0,620,96.5,63.0,54,Rent,0,7391.16,Higher School
Internet,76,Refinance,Conventional                                      ,359900.0,758,84.68,42.0,38,Own,0,9268.0,PostGrad
Internet,78,Refinance,Conventional                                      ,360000.0,783,80.0,28.0,62,Own,1,7974.389999999999,UnderGrad
TV,76,Refinance,Conventional                                      ,266000.0,796,55.41,46.0,75,Own,0,5318.5,UnderGrad
Internet,77,Refinance,Conventional                                      ,318800.0,777,61.3,16.0,48,Own,1,17361.53,PostGrad
Internet,75,Refinance,Conventional                                      ,231200.0,707,80.0,28.0,47,Own,0,8662.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,143650.0,795,55.25,14.0,34,Own,1,17892.91,PostGrad
Radio,76,Refinance,Conventional                                      ,165000.0,761,51.56,39.0,62,Own,1,8407.79,PostGrad
Internet,76,Refinance,Conventional                                      ,110500.0,779,70.83,33.0,51,Own,1,4019.53,UnderGrad
Repeat Client,75,Refinance,FHA                                               ,246138.0,692,96.76,30.0,33,Own,0,10366.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,206250.0,657,75.0,47.0,41,Own,1,11042.54,UnderGrad
Internet,75,Refinance,Conventional                                      ,100000.0,690,50.0,24.0,53,Own,0,6000.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,275000.0,770,83.33,16.0,41,Own,1,15135.630000000001,UnderGrad
Internet,75,Refinance,Conventional                                      ,466000.0,703,74.79,38.0,34,Own,1,15948.46,Higher School
Internet,77,Refinance,Conventional                                      ,247000.0,754,73.73,32.0,47,Own,0,15750.0,PostGrad
Internet,76,Refinance,Conventional                                      ,280000.0,701,80.0,37.0,63,Own,1,11325.42,PostGrad
Radio,75,Refinance,FHA                                               ,236642.0,694,94.92,46.0,31,Own,1,7040.24,UnderGrad
Internet,75,Refinance,Conventional                                      ,499532.0,738,69.37,47.0,49,Own,1,25807.97,UnderGrad
Internet,78,Refinance,Conventional                                      ,510000.0,768,56.66,32.0,37,Own,1,25640.4,UnderGrad
Radio,76,Refinance,Conventional                                      ,241350.0,783,76.61,39.0,47,Own,1,7163.04,UnderGrad
Other,76,Refinance,Conventional                                      ,463200.0,812,80.0,28.0,42,Own,1,12980.470000000001,UnderGrad
Other,76,Refinance,Conventional                                      ,120000.0,773,31.57,43.0,71,Own,1,10000.0,UnderGrad
Repeat Client,77,Refinance,Conventional                                      ,465355.0,728,71.59,44.0,50,Own,1,12842.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,195000.0,654,68.42,41.0,60,Own,1,10407.05,UnderGrad
Internet,78,Refinance,Conventional                                      ,266500.0,758,83.28,25.0,29,Own,0,7750.0,UnderGrad
TV,75,Refinance,Conventional                                      ,368072.0,741,92.01,60.0,51,Own,0,9644.53,UnderGrad
Internet,75,Refinance,Conventional                                      ,279500.0,727,59.21,42.0,55,Own,1,11073.67,Higher School
Internet,75,Refinance,Conventional                                      ,289390.0,806,72.34,38.0,50,Own,1,9823.34,UnderGrad
Internet,76,Refinance,Conventional                                      ,247500.0,719,75.0,39.0,63,Own,1,7438.0,PHD
Radio,75,Refinance,Conventional                                      ,450000.0,681,46.87,31.0,48,Own,1,20833.33,PostGrad
Internet,75,Refinance,Conventional                                      ,230000.0,678,71.42,30.0,53,Own,1,9926.47,UnderGrad
Internet,78,Refinance,Conventional                                      ,360000.0,795,60.0,48.0,73,Own,0,8137.0,PostGrad
Repeat Client,75,Refinance,Conventional                                      ,200000.0,816,48.19,40.0,70,Own,1,4503.2,UnderGrad
Internet,75,Refinance,Conventional                                      ,200000.0,806,53.76,26.0,60,Own,1,9170.03,UnderGrad
Radio,75,Refinance,Conventional                                      ,286060.0,674,62.18,22.0,52,Own,1,12388.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,329500.0,746,54.91,38.0,34,Own,0,12113.42,UnderGrad
Internet,77,Refinance,Conventional                                      ,180175.0,742,67.99,14.0,37,Own,1,15026.77,UnderGrad
Other,77,Refinance,FHA                                               ,235642.0,695,96.49,54.0,28,Own,1,4583.33,UnderGrad
Radio,76,Refinance,Conventional                                      ,272000.0,757,77.71,48.0,52,Own,1,5797.42,Higher School
Internet,77,Refinance,Conventional                                      ,140000.0,781,77.77,35.0,69,Own,1,3598.62,UnderGrad
Internet,76,Refinance,Conventional                                      ,136843.0,710,58.23,38.0,40,Own,1,5835.0,Higher School
TV,75,Refinance,Conventional                                      ,450000.0,787,50.5,21.0,48,Own,0,21449.56,UnderGrad
Internet,77,Refinance,Conventional                                      ,87000.0,732,45.78,30.0,54,Own,1,6112.6,UnderGrad
TV,75,Refinance,Conventional                                      ,172000.0,699,74.78,44.0,59,Own,1,3978.75,Higher School
Internet,77,Refinance,Conventional                                      ,320000.0,697,78.23,28.0,51,Own,0,20710.0,UnderGrad
TV,76,Refinance,Conventional                                      ,150150.0,732,84.35,45.0,49,Own,1,7068.900000000001,UnderGrad
Internet,77,Refinance,FHA                                               ,213471.0,718,96.45,34.0,41,Own,1,6133.44,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,237000.0,805,92.21,41.0,51,Own,0,7416.66,PostGrad
TV,76,Refinance,Conventional                                      ,157000.0,723,79.69,30.0,48,Own,1,8833.470000000001,UnderGrad
TV,75,Refinance,Conventional                                      ,215000.0,715,59.72,72.0,44,Own,1,5484.4,PostGrad
Internet,76,Refinance,Conventional                                      ,244000.0,667,80.0,42.0,32,Own,1,12500.0,UnderGrad
TV,75,Refinance,Conventional                                      ,84000.0,805,29.06,16.0,68,Own,1,6997.870000000001,PHD
Internet,75,Refinance,Conventional                                      ,166400.0,692,80.0,44.0,63,Own,1,6572.4,UnderGrad
Internet,76,Refinance,Conventional                                      ,227300.0,692,90.92,46.0,75,Own,0,7078.6900000000005,UnderGrad
Internet,75,Refinance,Conventional                                      ,250000.0,705,62.5,25.0,49,Own,1,18581.11,UnderGrad
TV,75,Refinance,Conventional                                      ,255000.0,698,50.0,33.0,66,Own,1,13341.0,PostGrad
Repeat Client,75,Refinance,Conventional                                      ,398995.0,749,76.72,35.0,49,Own,1,22903.699999999997,UnderGrad
Internet,76,Refinance,Conventional                                      ,458988.0,695,80.0,35.0,50,Rent,1,12851.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,105000.0,772,70.0,32.0,33,Own,1,4000.0,Higher School
Internet,75,Refinance,Conventional                                      ,116250.0,743,75.0,23.0,41,Own,1,17030.59,UnderGrad
Internet,77,Refinance,Conventional                                      ,145000.0,687,33.33,18.0,58,Own,0,12333.0,PHD
Repeat Client,75,Refinance,Conventional                                      ,120000.0,711,80.0,24.0,43,Own,1,12353.91,UnderGrad
Internet,76,Refinance,Conventional                                      ,163450.0,805,53.59,29.0,51,Own,1,6010.42,Higher School
Internet,75,Refinance,Conventional                                      ,360000.0,709,75.78,30.0,50,Own,1,15272.0,UnderGrad
Other,75,Refinance,Conventional                                      ,136670.0,717,40.19,21.0,59,Own,1,11412.79,UnderGrad
Other,75,Refinance,Conventional                                      ,223700.0,778,74.56,31.0,60,Own,0,10153.0,Higher School
