LeadID,DateAdded,LeadSourceGroup,LoanOfficer,Group,ZipCode,LoanNumber,ApprovalDate,BranchCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerYearsInSchool,BorrowerTotalMonthlyIncome,BorrowerOwnRent,BorrowerCity,BorrowerState,IsCoBorrowerower,CoBorrowerYearsInSchool,CoBorrowerAge,CoBorrowerTotalMonthlyIncome
507511,4/20/2020 13:05,Self Sourced,"Knight, Ken",Purchase Team - 4105,,4105209204,5/22/2020,4105,Purchase                                          ,Conventional                                      ,277200,775,90,45,39,14,6130,Own,Fayetteville,NC,TRUE,16,34,0
507532,4/20/2020 14:06,Internet,"Bennett, Eric",Refinance Team - 4101,76126,4101207669,4/28/2020,4101,Refinance                                         ,Conventional                                      ,197198,784,85.73,49,56,14,7974.68,Own,Benbrook,TX,TRUE,0,0,0
507538,4/20/2020 14:20,Internet,"Trejo, Delfino",Refinance Team - 4103,76001,4103207583,4/30/2020,4103,Refinance                                         ,Conventional                                      ,280880,799,71.28,25,59,16,6083.14,Own,Arlington,TX,TRUE,0,0,0
507548,4/20/2020 14:35,Internet,"Ancell, Susan",Purchase Team - 4105,,4105207656,6/23/2020,4105,Purchase                                          ,Conventional                                      ,205200,813,80,35,38,18,5420.38,Rent,Plano,TX,TRUE,0,0,0
507555,4/20/2020 15:02,Radio,"Matthews, Patrick",Refinance Team - 4103,75071,4103209718,6/11/2020,4103,Refinance Cash-out                                ,Conventional                                      ,272000,808,62.24,23,39,18,12237.92,Own,McKinney,TX,TRUE,0,0,0
507569,4/20/2020 15:27,Radio,"Ancell, Susan",Purchase Team - 4105,77386,4105207754,5/20/2020,4105,Refinance                                         ,Conventional                                      ,365750,752,95,26,42,16,5543.55,Own,Spring,TX,TRUE,16,41,8225
507572,4/20/2020 15:42,TV,"Weber, Dee",Refinance Team - 4101,77377,4101207681,,4101,Refinance                                         ,Conventional                                      ,147000,793,55.89,22,31,16,8470,Own,Tomball,TX,TRUE,16,31,4857
507580,4/20/2020 15:58,Internet,"Weber, Dee",Refinance Team - 4101,76082,4101207718,,4101,Refinance                                         ,Conventional                                      ,78000,730,43.33,29,55,14,5833.33,Own,Springtown,TX,TRUE,0,57,8666.67
507586,4/20/2020 16:12,Internet,"Benitez, Bryan",Refinance Team - 4102,76013,41022014338,9/14/2020,4102,Refinance                                         ,Conventional                                      ,388385,801,77.69,39,56,16,10069.74,,Allen,TX,TRUE,16,47,7958.34
507601,4/20/2020 17:04,Internet,"Giles, John",Refinance Team - 4102,75010,4102207581,,4102,Refinance                                         ,Conventional                                      ,136500,743,52.5,23,78,18,4676.31,Own,Carrollton,TX,TRUE,0,0,0
507605,4/20/2020 17:19,Internet,"Rimmer-Ratzel, Ashley",Refinance Team - 4103,77536,4103207781,,4103,Refinance                                         ,Conventional                                      ,351210,813,79.82,34,49,14,16666,Own,Deer Park,TX,TRUE,0,0,0
507617,4/20/2020 18:27,Radio,"Lowe, Scott",Refinance Team - 4101,76058,4101207649,5/8/2020,4101,Refinance                                         ,Conventional                                      ,290130,687,79.48,42,48,16,7920.74,Own,Joshua,TX,TRUE,0,0,0
507624,4/20/2020 18:41,Radio,"Reed, Shawn",Purchase Team - 4105,75495,4105207634,5/12/2020,4105,Purchase                                          ,Conventional                                      ,199500,667,95,46,66,16,18750,Rent,Dallas,TX,TRUE,0,0,0
507638,4/20/2020 20:16,Internet,"Johnson, Adrienne",Refinance Team - 4103,75078,4103208024,5/14/2020,4103,Refinance                                         ,Conventional                                      ,142200,803,29.93,45,66,16,3802.83,Own,Prosper,TX,TRUE,0,0,0
507639,4/20/2020 20:22,Internet,"Johnson, Adrienne",Refinance Team - 4103,78213,4103208080,6/6/2020,4103,Refinance Cash-out                                ,Conventional                                      ,128000,773,78.52,40,47,14,3954.04,Own,San Antonio,TX,TRUE,0,0,0
507663,4/20/2020 22:43,Internet,"Giles, John",Refinance Team - 4102,76262,4102207628,,4102,Refinance                                         ,Conventional                                      ,198500,776,28.76,10,38,16,15157,Own,Trophy Club,TX,TRUE,16,35,10000
507696,4/21/2020 8:43,Internet,"Weber, Dee",Refinance Team - 4101,78602,4101207593,,4101,Refinance Cash-out                                ,Conventional                                      ,143000,792,20.72,48,61,12,5986,Own,Bastrop,TX,TRUE,0,0,0
507714,4/21/2020 9:49,Internet,"Bennett, Eric",Refinance Team - 4101,78665,4101209823,6/21/2020,4101,Refinance Cash-out                                ,Conventional                                      ,292000,751,75.84,48,54,16,3453.74,Own,Round Rock,TX,TRUE,14,57,5416.67
507717,4/21/2020 9:54,Internet,"Boldt, Bob",Refinance Team - 4101,76262,4101204411,,4101,Refinance                                         ,Conventional                                      ,411150,786,54.82,11,47,16,31666,Own,Roanoke,TX,TRUE,0,0,0
507727,4/21/2020 10:14,Internet,"Frank, Michael",Refinance Team - 4103,77027,4103207670,,4103,Refinance Cash-out                                ,Conventional                                      ,510400,678,57.34,90,59,12,7091.92,Own,Houston,TX,TRUE,12,56,2000
507730,4/21/2020 10:17,Radio,"Pierson, Dustyn",Refinance Team - 4102,77385,4102207613,,4102,Refinance Cash-out                                ,Conventional                                      ,161000,719,70,25,50,16,8166.66,Own,Conroe,TX,TRUE,0,0,0
507740,4/21/2020 10:54,Internet,"Trejo, Delfino",Refinance Team - 4103,77469,4103207662,,4103,Refinance                                         ,Conventional                                      ,211800,760,62.29,22,33,14,7746,Own,RICHMOND,TX,TRUE,0,0,0
507753,4/21/2020 11:27,Radio,"Johnson, Adrienne",Refinance Team - 4103,76065,4103207890,5/6/2020,4103,Refinance                                         ,Conventional                                      ,176450,707,70.58,29,28,16,6153,Own,Midlothian,TX,TRUE,16,28,4629
507755,4/21/2020 11:30,Repeat Client,"Alexander, Gary",Refinance Team - 4102,75048,4102207497,4/30/2020,4102,Refinance                                         ,Conventional                                      ,175000,659,74.46,36,71,18,5008.2,Own,Sachse,TX,TRUE,18,69,3579.45
507802,4/21/2020 13:47,Repeat Client,"Murphy, John",Refinance Team - 4101,75075,4101208950,5/25/2020,4101,Refinance Cash-out                                ,Conventional                                      ,240000,745,73.84,27,57,16,10833.35,Own,Plano,TX,TRUE,0,0,0
507807,4/21/2020 13:59,TV,"Alexander, Gary",Refinance Team - 4102,75149,4102207660,5/12/2020,4102,Refinance                                         ,Conventional                                      ,74250,634,58.46,37,49,14,4680,Own,Mesquite,TX,TRUE,0,0,0
507842,4/21/2020 15:21,Internet,"Cobb, William",Purchase Team - 4105,76063,4105207639,5/6/2020,4105,Refinance                                         ,Conventional                                      ,308900,727,85.8,21,34,16,8656.27,Own,Mansfield,TX,TRUE,16,42,10450.43
507849,4/21/2020 15:43,TV,"Vander Plaats, Brian",Refinance Team - 4102,75034,4102208758,6/2/2020,4102,Refinance Cash-out                                ,Conventional                                      ,332250,640,75,26,49,16,25762.65,Own,Frisco,TX,TRUE,0,0,0
507858,4/21/2020 16:04,TV,"Pierson, Dustyn",Refinance Team - 4102,75070,4102207774,6/4/2020,4102,Refinance                                         ,Conventional                                      ,245655,809,60.28,17,47,16,11385,Own,Mckinney,TX,TRUE,0,0,0
507859,4/21/2020 16:10,Internet,"Rimmer-Ratzel, Ashley",Refinance Team - 4103,76010,4103207829,6/3/2020,4103,Refinance Cash-out                                ,Conventional                                      ,128800,667,80,42,56,12,7866.66,Own,Arlington,TX,TRUE,0,0,0
507886,4/21/2020 17:15,Internet,"Flores, Lupe",Refinance Team - 4101,75075,4101207816,,4101,Refinance Cash-out                                ,Conventional                                      ,232000,745,80,32,55,16,10000,Own,Plano,TX,TRUE,0,0,0
507911,4/21/2020 18:54,Internet,"Alexander, Gary",Refinance Team - 4102,76065,4102208082,5/12/2020,4102,Refinance                                         ,Conventional                                      ,394077,768,71.65,33,38,18,17666.66,Own,Midlothian,TX,TRUE,14,38,0
507922,4/21/2020 19:59,Referral,"Murphy, John",Refinance Team - 4101,75035,4101207799,,4101,Refinance                                         ,Conventional                                      ,245000,803,72.05,36,40,16,9300,Own,Frisco,TX,TRUE,0,0,0
507958,4/22/2020 1:15,Radio,"Vander Plaats, Brian",Refinance Team - 4102,76065,4102207678,5/15/2020,4102,Refinance                                         ,Conventional                                      ,154463,795,58.73,42,38,16,5851.52,Own,Midlothian,TX,TRUE,16,36,0
507972,4/22/2020 8:08,Internet,"Bennett, Eric",Refinance Team - 4101,75154,4101207990,,4101,Refinance Cash-out                                ,Conventional                                      ,85750,627,35.58,41,72,18,4835.86,Own,Oak Leaf,TX,TRUE,0,0,0
507985,4/22/2020 9:18,Radio,"Pierson, Dustyn",Refinance Team - 4102,76036,4102207693,,4102,Refinance Cash-out                                ,Conventional                                      ,98800,679,43.91,33,57,16,2583.33,Own,Crowley,TX,TRUE,12,61,1058
507997,4/22/2020 9:47,Internet,"Todd, Michael",Refinance Team - 4101,76209,4101207712,5/28/2020,4101,Refinance                                         ,Conventional                                      ,74300,678,39.31,43,31,12,2501.17,Own,Denton,TX,TRUE,16,32,2600
508001,4/22/2020 9:56,Internet,"Vander Plaats, Brian",Refinance Team - 4102,76058,4102207795,,4102,Refinance Cash-out                                ,Conventional                                      ,120000,702,80,34,56,12,2551.37,Own,Joshua,TX,TRUE,12,52,2680
508004,4/22/2020 10:00,Repeat Client,"Pierson, Dustyn",Refinance Team - 4102,75069,4102207377,5/14/2020,4102,Refinance Cash-out                                ,Conventional                                      ,216200,745,65.51,38,62,16,20151.97,Own,Mckinney,TX,TRUE,16,63,0
508010,4/22/2020 10:22,Internet,"Morgan, Matthew",Refinance Team - 4103,75009,41032010821,6/25/2020,4103,Refinance                                         ,Conventional                                      ,268869,735,54.87,40,61,16,7129.2,Own,Celina,TX,TRUE,0,0,0
508012,4/22/2020 10:24,Self Sourced,"Reed, Shawn",Purchase Team - 4105,76131,41051915483,,4105,Refinance                                         ,Conventional                                      ,184000,769,81.77,25,46,16,8808.8,Own,Saginaw,TX,TRUE,0,0,0
508016,4/22/2020 10:33,Radio,"Todd, Michael",Refinance Team - 4101,75054,4101207790,5/7/2020,4101,Refinance Cash-out                                ,Conventional                                      ,440000,762,80,40,54,13,10420.56,Own,Grand Prairie,TX,TRUE,13,40,0
508017,4/22/2020 10:37,Repeat Client,"Boldt, Bob",Refinance Team - 4101,76023,41012011067,6/24/2020,4101,Purchase                                          ,FHA                                               ,325986,668,96.5,42,36,16,6250,Own,Midlothian,TX,TRUE,16,40,6701.7
508021,4/22/2020 10:51,Internet,"Barlow, Steven",Purchase Team - 4105,75068,4105207696,5/11/2020,4105,Refinance                                         ,Conventional                                      ,315960,785,66.51,25,43,16,16728,Own,Little Elm,TX,TRUE,0,0,0
508022,4/22/2020 10:51,Radio,"Rimmer-Ratzel, Ashley",Refinance Team - 4103,75137,4103207695,5/30/2020,4103,Refinance Cash-out                                ,Conventional                                      ,95000,630,52.77,42,63,14,4161.73,Own,Duncanville,TX,TRUE,0,0,0
508037,4/22/2020 11:46,Internet,"Narmour, Derrick",Refinance Team - 4103,76017,4103207730,,4103,Refinance                                         ,Conventional                                      ,264000,714,80,40,67,14,7059,Own,Arlington,TX,TRUE,14,60,6250
508039,4/22/2020 11:51,Radio,"Boldt, Bob",Refinance Team - 4101,76065,4101207704,,4101,Refinance Cash-out                                ,Conventional                                      ,316300,726,74.99,-256,61,16,-2575.33,Own,Midlothian,TX,TRUE,16,60,-2575.33
508044,4/22/2020 12:15,Internet,"Alexander, Gary",Refinance Team - 4102,75495,4102207720,5/7/2020,4102,Refinance                                         ,Conventional                                      ,340907,794,68.18,23,40,16,10217.45,Own,Van Alstyne,TX,TRUE,16,41,0
508048,4/22/2020 12:24,Internet,"Narmour, Derrick",Refinance Team - 4103,76244,4103209677,6/10/2020,4103,Refinance                                         ,Conventional                                      ,485814,776,75.9,31,50,17,12497,Own,Fort Worth,TX,TRUE,16,49,10773
508062,4/22/2020 12:53,Internet,"Barlow, Michael",Refinance Team - 4103,75077,41032012587,8/10/2020,4103,Refinance Cash-out                                ,Conventional                                      ,250000,764,54.94,38,59,16,8198,Own,Highland Village,TX,TRUE,0,0,0
508063,4/22/2020 13:02,Radio,"Benitez, Bryan",Refinance Team - 4102,76065,4102207703,5/19/2020,4102,Refinance                                         ,Conventional                                      ,391100,728,80.63,39,43,16,8090.93,Own,Midlothian,TX,TRUE,0,0,0
504847,4/7/2020 19:41,Internet,"Barlow, Michael",Refinance Team - 4103,77062,4103206757,,4103,Refinance                                         ,Conventional                                      ,149145,692,63.46,98,55,16,4296.96,Own,Houston,TX,TRUE,0,0,0
504850,4/7/2020 20:34,Internet,"Vander Plaats, Brian",Refinance Team - 4102,76248,41022023413,,4102,FHA Streamlined Refinance                         ,FHA                                               ,223850,727,88,,30,16,0,Own,Keller,TX,TRUE,16,29,0
504866,4/7/2020 22:00,Radio,"Johnson, Adrienne",Refinance Team - 4103,75189,4103207050,,4103,Refinance                                         ,Conventional                                      ,205000,819,56.94,16,57,12,6893,Own,Royse City,TX,TRUE,12,56,6344
504899,4/8/2020 8:18,Repeat Client,"Swaney, Daniel",Purchase Team - 4105,77316,4105206734,4/24/2020,4105,Refinance Cash-out                                ,Conventional                                      ,185500,672,70,42,61,16,2548,Own,Montgomery,TX,TRUE,16,63,2760
